column2,column3,column4
1.0,0.7401844532279315,0.5
0.9169435215946847,0.6874835309617918,0.0
0.9468438538205982,0.2108036890645586,0.0
0.8936877076411963,0.6007905138339921,0.0
0.9335548172757479,0.4945981554677206,0.0
0.9335548172757479,0.6060606060606061,0.0
0.8737541528239204,0.6693017127799736,0.0
0.7408637873754155,0.09407114624505929,0.0
0.9036544850498341,0.5552042160737813,0.25
0.8538205980066448,0.7733860342555995,0.0
0.8837209302325583,0.5101449275362319,0.0
0.9235880398671098,0.6347826086956522,0.0
0.9302325581395351,0.5454545454545454,0.0
0.8803986710963457,0.9051383399209486,0.0
0.9269102990033226,0.6953886693017127,0.0
0.8604651162790703,0.6250329380764164,0.0
0.9235880398671098,0.6329380764163373,0.0
0.9003322259136214,0.4326745718050065,0.0
0.4584717607973422,0.14835309617918313,0.0
0.9235880398671098,0.36732542819499336,0.0
0.7574750830564786,0.0018445322793148866,0.0
0.9169435215946847,0.6297760210803689,0.0
0.8936877076411963,0.497760210803689,0.0
0.850498338870432,0.5955204216073782,0.0
0.9568106312292363,0.5515151515151515,0.0
0.9435215946843857,0.7119894598155467,0.25
0.7973421926910299,0.30856389986824767,0.0
0.8903654485049836,0.5011857707509881,0.75
0.9003322259136214,0.5994729907773386,0.5
0.9435215946843857,0.6745718050065876,0.0
0.9003322259136214,0.7678524374176547,0.5
0.3654485049833889,0.0,0.0
0.7375415282392029,0.2735177865612648,0.0
0.8803986710963457,0.6118577075098814,0.0
0.9534883720930235,0.09644268774703556,0.0
0.8671096345514951,0.22292490118577074,0.0
0.8936877076411963,0.5823451910408433,0.5
0.8970099667774089,0.6350461133069829,0.0
0.9335548172757479,0.5604743083003952,1.0
0.9269102990033226,0.6005270092226614,0.0
0.9003322259136214,0.7404479578392622,0.0
0.9169435215946847,0.5981554677206851,0.0
0.9302325581395351,0.919631093544137,0.0
0.43189368770764125,0.16785243741765482,0.0
0.9169435215946847,0.83399209486166,0.0
0.8604651162790703,0.7017127799736496,0.0
0.5813953488372093,0.35889328063241105,0.0
0.8704318936877079,0.43820816864295126,0.25
0.9102990033222594,0.6758893280632411,0.0
0.8671096345514951,0.7085638998682476,0.0
0.9634551495016613,0.680368906455863,0.0
0.9036544850498341,0.5430830039525691,1.0
0.887043189368771,0.6316205533596838,0.0
0.8903654485049836,0.5781291172595521,0.0
0.0,0.3204216073781291,0.0
0.8970099667774089,0.5288537549407115,0.0
0.8903654485049836,0.5741765480895916,0.0
0.8338870431893689,0.5349143610013175,0.0
0.9169435215946847,0.6648221343873517,0.0
0.8837209302325583,0.6487483530961792,0.5
0.3322259136212625,0.19710144927536227,0.0
0.9003322259136214,0.6795783926218709,0.0
0.8604651162790703,0.555467720685112,0.0
0.8837209302325583,0.5552042160737813,0.0
0.887043189368771,0.6861660079051384,1.0
0.8770764119601332,0.20237154150197628,0.0
0.9335548172757479,0.6700922266139657,0.0
0.9368770764119604,0.7486166007905138,0.0
0.8903654485049836,0.5910408432147563,0.0
0.9401993355481729,0.6930171277997365,0.0
0.9102990033222594,0.7167325428194993,0.5
0.9169435215946847,0.6613965744400527,0.0
0.9269102990033226,1.0,0.0
0.9169435215946847,0.7441370223978919,0.0
0.770764119601329,0.48590250329380763,0.0
0.8372093023255814,0.6268774703557313,0.0
0.9036544850498341,0.5380764163372859,0.5
0.913621262458472,0.47483530961791826,0.0
0.9335548172757479,0.3177865612648221,0.0
0.9069767441860467,0.6284584980237155,0.0
0.9269102990033226,0.6110671936758894,0.0
0.8471760797342195,0.6795783926218709,0.0
0.913621262458472,0.9602108036890644,0.0
0.9102990033222594,0.872463768115942,0.0
0.9335548172757479,0.6110671936758894,0.0
0.8305647840531564,0.6980237154150197,0.0
0.8039867109634552,0.3191040843214756,0.0
0.9335548172757479,0.6060606060606061,0.5
0.9069767441860467,0.38129117259552037,0.0
0.8970099667774089,0.48089591567852435,0.0
0.9069767441860467,0.5425559947299078,0.0
0.887043189368771,0.4577075098814229,0.0
0.7740863787375417,0.4561264822134387,0.0
0.8704318936877079,0.6281949934123847,0.0
0.8936877076411963,0.8432147562582345,0.0
0.6710963455149502,0.5198945981554677,0.0
0.8903654485049836,0.6479578392621871,0.0
0.913621262458472,0.58866930171278,0.5
0.6777408637873755,0.49670619235836627,0.0
